group_id,context,representative_tag,member_count,total_occurrences,members,member_occurrences
166,genre_tree.sub,Action-RPG,4,431,Action RPG | RPG | 2D Action RPG | Action-RPG,Action RPG:411; RPG:18; 2D Action RPG:1; Action-RPG:1
167,micro_tags,funny gameplay,6,429,fun gameplay | gameplay | enjoyable gameplay | funny gameplay | gameplay fun | game fun,fun gameplay:388; gameplay:22; enjoyable gameplay:11; funny gameplay:4; gameplay fun:3; game fun:1
168,genre_tree.sub,3D Platformer,2,428,2D Platformer | 3D Platformer,2D Platformer:361; 3D Platformer:67
169,genre_tree.sub,Crafting Survival,2,428,Crafting Survival | Survival Crafting,Crafting Survival:423; Survival Crafting:5
170,genre_tree.primary,Visual Novel,1,426,Visual Novel,Visual Novel:426
171,genre_tree.traits,Minimal Player Agency,7,425,Player agency | Player Agency | player agency | High Player Agency | Limited player agency | Minimal Player Agency | minimal player agency,Player agency:225; Player Agency:178; player agency:18; High Player Agency:1; Limited player agency:1; Minimal Player Agency:1; minimal player agency:1
172,micro_tags,high replay value,4,422,replay value | low replay value | high replay value | no replay value,replay value:396; low replay value:12; high replay value:7; no replay value:7
173,micro_tags,strategy game,8,416,strategy | strategy game | strategy required | realistic strategy | game strategy | strategy rethinking | strategy struggle | strategy tactics,strategy:385; strategy game:15; strategy required:10; realistic strategy:2; game strategy:1; strategy rethinking:1; strategy struggle:1; strategy tactics:1
174,micro_tags,minimalist,6,414,minimalist design | minimalist | minimalist art | minimalistic design | minimalist style | minimal design,minimalist design:239; minimalist:141; minimalist art:13; minimalistic design:12; minimalist style:6; minimal design:3
175,genre_tree.traits,Tactical Combat,8,412,strategic combat | Strategic Combat | Tactical Combat | Strategic combat | Combat Strategy | combat strategy | Combat strategy | Strategic Battles,strategic combat:135; Strategic Combat:99; Tactical Combat:85; Strategic combat:59; Combat Strategy:13; combat strategy:11; Combat strategy:9; Strategic Battles:1
176,micro_tags,customization planned,8,406,customization | customization options | customizable | detailed customization | building customization | customization planned | customizations | design customization,customization:327; customization options:38; customizable:34; detailed customization:3; building customization:1; customization planned:1; customizations:1; design customization:1
177,genre_tree.traits,player-driven narratives,8,405,Player-driven narrative | Player-driven story | player-driven narrative | Player-driven Narrative | player-driven narratives | player-driven story | Player-driven Stories | Player-driven narratives,Player-driven narrative:320; Player-driven story:71; player-driven narrative:5; Player-driven Narrative:3; player-driven narratives:2; player-driven story:2; Player-driven Stories:1; Player-driven narratives:1
178,genre_tree.traits,non-interactive,8,403,Interactive | interactive | Non-interactive | Interactive Interface | Interactive interface | Interactive systems | Interactive visuals | non-interactive,Interactive:309; interactive:86; Non-interactive:3; Interactive Interface:1; Interactive interface:1; Interactive systems:1; Interactive visuals:1; non-interactive:1
179,micro_tags,retro feel,3,399,retro vibes | retro feel | retro vibe,retro vibes:358; retro feel:39; retro vibe:2
180,micro_tags,non-voice acting,8,398,voice acting | voice acted | full voice acting | fun voice acting | meh voice acting | non-voice acting | professional voice acting | voice actors,voice acting:384; voice acted:7; full voice acting:2; fun voice acting:1; meh voice acting:1; non-voice acting:1; professional voice acting:1; voice actors:1
181,micro_tags,colorful visuals,2,397,colorful graphics | colorful visuals,colorful graphics:249; colorful visuals:148
182,micro_tags,unique mechanics,2,392,unique mechanics | distinct mechanics,unique mechanics:391; distinct mechanics:1
183,micro_tags,user-friendly,2,385,user-friendly | user friendly,user-friendly:344; user friendly:41
184,genre_tree.sub,Simulation,1,383,Simulation,Simulation:383
185,genre_tree.traits,Accessible,2,373,Accessible | accessible,Accessible:328; accessible:45
186,genre_tree.traits,Building Customization,8,371,Customization | customization | Customization options | Customization Options | customization options | Building Customization | Building customization | Craft Customization,Customization:263; customization:40; Customization options:31; Customization Options:19; customization options:15; Building Customization:1; Building customization:1; Craft Customization:1
187,genre_tree.traits,Cooperative Play,6,370,Cooperative Play | Cooperative Gameplay | Cooperative gameplay | cooperative gameplay | Cooperative play | cooperative play,Cooperative Play:119; Cooperative Gameplay:110; Cooperative gameplay:73; cooperative gameplay:35; Cooperative play:17; cooperative play:16
188,genre_tree.traits,high difficulty,7,369,high difficulty | High difficulty | High Difficulty | Low difficulty | low difficulty | Low Difficulty | intense difficulty,high difficulty:123; High difficulty:113; High Difficulty:87; Low difficulty:24; low difficulty:11; Low Difficulty:10; intense difficulty:1
189,micro_tags,strategic management,3,366,strategic planning | strategy planning | strategic management,strategic planning:338; strategy planning:22; strategic management:6
190,genre_tree.traits,Narrative Focus,8,357,Narrative Focus | Narrative Focused | Narrative focus | Narrative-focused | narrative focus | Storytelling focus | focused narrative | narrative-focused,Narrative Focus:117; Narrative Focused:74; Narrative focus:60; Narrative-focused:53; narrative focus:50; Storytelling focus:1; focused narrative:1; narrative-focused:1
191,genre_tree.traits,Interactive Storytelling,8,355,Interactive storytelling | Interactive Storytelling | interactive storytelling | Interactive narrative | Interactive Story | interactive narrative | Interactive Narrative | interactive story,Interactive storytelling:152; Interactive Storytelling:142; interactive storytelling:28; Interactive narrative:16; Interactive Story:7; interactive narrative:5; Interactive Narrative:4; interactive story:1
192,micro_tags,addicting gameplay,3,355,addictive gameplay | addicting gameplay | addictive play,addictive gameplay:341; addicting gameplay:13; addictive play:1
193,micro_tags,competitive fun,3,355,competitive | competitive fun | competitive nature,competitive:342; competitive fun:12; competitive nature:1
194,micro_tags,dynamic environments,2,353,dynamic environments | dynamic environment,dynamic environments:318; dynamic environment:35
195,genre_tree.sub,Indie,1,352,Indie,Indie:352
196,micro_tags,tactical multiplayer,8,352,tactical gameplay | tactical combat | tactical RPG | tactical warfare | tactical play | tactical wargame | tactical fun | tactical multiplayer,tactical gameplay:154; tactical combat:152; tactical RPG:21; tactical warfare:18; tactical play:3; tactical wargame:2; tactical fun:1; tactical multiplayer:1
197,micro_tags,battle mechanics,7,349,combat mechanics | battle mechanics | fighting mechanics | combat dynamics | fight mechanics | fighter mechanics | mechanical combat,combat mechanics:308; battle mechanics:20; fighting mechanics:16; combat dynamics:2; fight mechanics:1; fighter mechanics:1; mechanical combat:1
198,micro_tags,unique art,6,341,unique art style | unique art | unique style | unique artstyle | unique artwork | distinctive art style,unique art style:250; unique art:43; unique style:37; unique artstyle:8; unique artwork:2; distinctive art style:1
199,micro_tags,decision making,2,332,decision making | decision-making,decision making:204; decision-making:128
200,micro_tags,minimal controls,8,330,simple controls | easy controls | controls | difficult controls | basic controls | tricky controls | complicated controls | minimal controls,simple controls:174; easy controls:130; controls:8; difficult controls:8; basic controls:5; tricky controls:3; complicated controls:1; minimal controls:1
201,micro_tags,emotional narrative,4,329,emotional storytelling | emotional story | emotional narrative | emotional tale,emotional storytelling:221; emotional story:80; emotional narrative:27; emotional tale:1
202,genre_tree.traits,Dynamic Events,3,328,Dynamic Events | Dynamic events | dynamic events,Dynamic Events:215; Dynamic events:95; dynamic events:18
203,genre_tree.sub,Real-time tactics,7,326,Real-time Strategy | Real-Time Strategy | Real-time Tactics | Real-Time Tactics | Real-time tactics | Real Time Strategy | Real-time strategy,Real-time Strategy:156; Real-Time Strategy:152; Real-time Tactics:7; Real-Time Tactics:6; Real-time tactics:3; Real Time Strategy:1; Real-time strategy:1
204,micro_tags,progression,2,324,level progression | progression,level progression:199; progression:125
205,genre_tree.traits,puzzle-solving elements,4,318,Puzzle elements | Puzzle Elements | puzzle elements | puzzle-solving elements,Puzzle elements:156; Puzzle Elements:98; puzzle elements:63; puzzle-solving elements:1
206,micro_tags,survival mechanics,1,318,survival mechanics,survival mechanics:318
207,genre_tree.primary,Racing,1,317,Racing,Racing:317
208,micro_tags,single player,3,315,single player | single-player | no single player,single player:208; single-player:105; no single player:2
209,genre_tree.traits,Turn-Based,3,310,Turn-based | turn-based | Turn-Based,Turn-based:175; turn-based:88; Turn-Based:47
210,micro_tags,enemy combat,8,310,combat | fun combat | action combat | engaging combat | combat fun | enemy combat | warfare | combat action,combat:213; fun combat:27; action combat:25; engaging combat:22; combat fun:17; enemy combat:3; warfare:2; combat action:1
211,micro_tags,quirky,2,310,quirky humor | quirky,quirky humor:209; quirky:101
212,micro_tags,user feedback,3,309,community feedback | user feedback | forum feedback,community feedback:225; user feedback:83; forum feedback:1
213,micro_tags,repeat gameplay,6,300,repetitive gameplay | gameplay repetition | repeat gameplay | repeatable gameplay | repetitive play | repetitive plays,repetitive gameplay:293; gameplay repetition:3; repeat gameplay:1; repeatable gameplay:1; repetitive play:1; repetitive plays:1
214,genre_tree.traits,Non-linear story,3,299,Non-linear story | Non-linear Story | non-linear story,Non-linear story:252; Non-linear Story:34; non-linear story:13
215,micro_tags,indie fun,4,298,indie game | indie RPG | indie fun | indie games,indie game:257; indie RPG:39; indie fun:1; indie games:1
216,micro_tags,accessible for all,2,297,accessible | accessible for all,accessible:296; accessible for all:1
217,genre_tree.traits,Casual Play,6,293,Casual gameplay | Casual Gameplay | casual gameplay | Casual Play | Casual play | casual play,Casual gameplay:127; Casual Gameplay:94; casual gameplay:37; Casual Play:16; Casual play:12; casual play:7
218,micro_tags,point&click,8,293,point and click | point-and-click | point & click | point click | point&click | click & point | click and point | point-click,point and click:150; point-and-click:108; point & click:24; point click:4; point&click:4; click & point:1; click and point:1; point-click:1
219,micro_tags,nostalgia loss,8,292,nostalgia | childhood nostalgia | game nostalgia | classic nostalgia | fun nostalgia | nostalgia loss | nostalgia vibes | sound nostalgia,nostalgia:260; childhood nostalgia:16; game nostalgia:7; classic nostalgia:5; fun nostalgia:1; nostalgia loss:1; nostalgia vibes:1; sound nostalgia:1
220,genre_tree.traits,Branching paths,3,291,Branching paths | Branching Paths | branching paths,Branching paths:182; Branching Paths:96; branching paths:13
221,genre_tree.sub,Management,2,288,Management | Managerial,Management:285; Managerial:3
222,genre_tree.traits,procedural,5,288,Procedural Generation | procedural generation | Procedural generation | Procedural | procedural,Procedural Generation:134; procedural generation:82; Procedural generation:70; Procedural:1; procedural:1
223,micro_tags,lack of hidden objects,6,288,hidden objects | hidden object | hidden items | hidden-object | no hidden objects | lack of hidden objects,hidden objects:213; hidden object:45; hidden items:18; hidden-object:9; no hidden objects:2; lack of hidden objects:1
224,genre_tree.sub,Psychological Horror,1,286,Psychological Horror,Psychological Horror:286
225,micro_tags,immersive gameplay,3,286,immersive gameplay | immersive graphics | immersive visuals,immersive gameplay:227; immersive graphics:44; immersive visuals:15
226,micro_tags,challenging levels,3,285,challenging levels | difficult levels | challenge levels,challenging levels:255; difficult levels:22; challenge levels:8
227,genre_tree.sub,Hidden Object,2,284,Hidden Object | Hidden-Object,Hidden Object:281; Hidden-Object:3
228,genre_tree.sub,Adventure,2,283,Adventure | Action Adventure,Adventure:278; Action Adventure:5
229,micro_tags,strategy depth,3,280,strategic depth | strategy depth | depth of strategy,strategic depth:213; strategy depth:66; depth of strategy:1
230,genre_tree.sub,Dungeon Crawler,1,279,Dungeon Crawler,Dungeon Crawler:279
231,genre_tree.traits,Decision making,6,279,Decision Making | Decision-making | decision making | decision-making | Decision making | Decision-Making,Decision Making:129; Decision-making:74; decision making:34; decision-making:32; Decision making:6; Decision-Making:4
232,micro_tags,engaging story,4,279,engaging story | engaging narrative | engaging stories | engaging storytelling,engaging story:187; engaging narrative:88; engaging stories:2; engaging storytelling:2
233,micro_tags,achievement hunter,4,277,achievement hunting | achievement hunt | achievement hunter | achievement hunters,achievement hunting:240; achievement hunt:32; achievement hunter:3; achievement hunters:2
234,genre_tree.traits,stealth,8,276,Stealth | stealth mechanics | Stealth mechanics | Stealth-based | stealth | Light stealth | Stealth Based | minimal stealth,Stealth:229; stealth mechanics:18; Stealth mechanics:16; Stealth-based:7; stealth:3; Light stealth:1; Stealth Based:1; minimal stealth:1
235,genre_tree.primary,Multiplayer,1,272,Multiplayer,Multiplayer:272
236,genre_tree.traits,2D graphics,2,272,2D graphics | 2D Graphics,2D graphics:189; 2D Graphics:83
237,genre_tree.traits,Resource Gathering,3,272,Resource Gathering | Resource gathering | resource gathering,Resource Gathering:205; Resource gathering:53; resource gathering:14
238,genre_tree.sub,Logic,1,266,Logic,Logic:266
239,genre_tree.sub,Reverse Tower Defense,3,266,Tower Defense | Reverse Tower Defense | Tower defense,Tower Defense:262; Reverse Tower Defense:2; Tower defense:2
240,genre_tree.traits,Minimalist,8,265,Minimalist | Minimalist Design | minimalist design | minimalist | Minimalistic | Minimalism | minimalism | minimalistic,Minimalist:171; Minimalist Design:41; minimalist design:26; minimalist:18; Minimalistic:6; Minimalism:1; minimalism:1; minimalistic:1
241,genre_tree.traits,realistic physics,3,265,Realistic physics | Realistic Physics | realistic physics,Realistic physics:147; Realistic Physics:69; realistic physics:49
242,genre_tree.traits,Humorous,2,264,Humorous | humorous,Humorous:242; humorous:22
243,micro_tags,community driven,2,264,community driven | community-driven,community driven:136; community-driven:128
244,micro_tags,learning curves,8,264,learning curve | difficult learning curve | easy learning curve | great learning curve | learn curve | learner curve | learning curves | slow learning curve,learning curve:249; difficult learning curve:5; easy learning curve:5; great learning curve:1; learn curve:1; learner curve:1; learning curves:1; slow learning curve:1
245,micro_tags,quirky characters,2,263,quirky characters | quirky protagonist,quirky characters:260; quirky protagonist:3
246,micro_tags,affordable,3,260,affordable price | affordable | affordable pricing,affordable price:131; affordable:119; affordable pricing:10
247,genre_tree.sub,Tactical Shooter,4,257,Tactical Shooter | Military Shooter | Military shooter | Strategic Shooter,Tactical Shooter:227; Military Shooter:27; Military shooter:2; Strategic Shooter:1
248,genre_tree.traits,Fast-paced Gameplay,4,256,Fast-paced gameplay | fast-paced gameplay | Fast-Paced Gameplay | Fast-paced Gameplay,Fast-paced gameplay:160; fast-paced gameplay:70; Fast-Paced Gameplay:14; Fast-paced Gameplay:12
249,genre_tree.traits,Strategic Movement,7,256,Strategic | strategic | Strategic Movement | Strategic movement | strategic movement | Strategic Management | strategic management,Strategic:193; strategic:51; Strategic Movement:4; Strategic movement:3; strategic movement:3; Strategic Management:1; strategic management:1
250,micro_tags,addictive nature,3,255,addictive | addicting | addictive nature,addictive:235; addicting:19; addictive nature:1
251,genre_tree.primary,Sports,1,254,Sports,Sports:254
252,micro_tags,depth characters,2,253,character depth | depth characters,character depth:252; depth characters:1
253,genre_tree.traits,Real-Time Combat,6,252,real-time combat | Real-time combat | Real-time Combat | Real-Time Combat | Real-Time Battles | Real-time battles,real-time combat:129; Real-time combat:86; Real-time Combat:32; Real-Time Combat:3; Real-Time Battles:1; Real-time battles:1
254,genre_tree.traits,combat-focused,8,252,Combat-focused | combat-focused | Combat Focused | Combat Focus | Combat focus | Combat-Focused | battle-focused | combat focused,Combat-focused:103; combat-focused:103; Combat Focused:37; Combat Focus:3; Combat focus:2; Combat-Focused:2; battle-focused:1; combat focused:1
255,micro_tags,tower defense,2,251,tower defense | tower defense elements,tower defense:250; tower defense elements:1
256,micro_tags,immersive VR,8,250,VR experience | VR fun | VR gameplay | VR | VR design | immersive VR | VR gaming | VR usability,VR experience:200; VR fun:16; VR gameplay:16; VR:8; VR design:4; immersive VR:4; VR gaming:1; VR usability:1
257,micro_tags,interactive dialogue,2,250,dynamic dialogue | interactive dialogue,dynamic dialogue:232; interactive dialogue:18
258,genre_tree.traits,Atmospheric storytelling,3,246,Atmospheric storytelling | Atmospheric Storytelling | atmospheric storytelling,Atmospheric storytelling:136; Atmospheric Storytelling:100; atmospheric storytelling:10
259,micro_tags,emotional depth,1,243,emotional depth,emotional depth:243
260,micro_tags,choice impact,2,242,choice impact | choice consequences,choice impact:188; choice consequences:54
261,micro_tags,multiplayer chaos,1,242,multiplayer chaos,multiplayer chaos:242
262,genre_tree.traits,user-driven narrative,3,241,Narrative Driven | narrative driven | user-driven narrative,Narrative Driven:228; narrative driven:12; user-driven narrative:1
263,micro_tags,time management,1,241,time management,time management:241
264,micro_tags,art design,6,238,artistic design | artistic | art design | artistic graphics | artistic creation | artistic creativity,artistic design:130; artistic:85; art design:14; artistic graphics:7; artistic creation:1; artistic creativity:1
265,micro_tags,accessible gameplay,3,237,accessible gameplay | accessible RPG | accessible fun,accessible gameplay:232; accessible RPG:3; accessible fun:2
266,micro_tags,shorter gameplay,6,237,short gameplay | long gameplay | short game | lengthy gameplay | short games | shorter gameplay,short gameplay:180; long gameplay:25; short game:18; lengthy gameplay:9; short games:4; shorter gameplay:1
267,genre_tree.traits,Relaxing experience,5,236,Relaxing | Relaxing Experience | Relaxing experience | relaxing | relaxing experience,Relaxing:224; Relaxing Experience:5; Relaxing experience:4; relaxing:2; relaxing experience:1
268,micro_tags,visual narrative,3,236,visual storytelling | visual narrative | visual story,visual storytelling:233; visual narrative:2; visual story:1
269,micro_tags,dungeon-crawling,8,235,dungeon crawl | dungeon crawler | dungeon crawling | dungeon | dungeon crawls | dungeon explore | dungeon hunt | dungeon-crawling,dungeon crawl:82; dungeon crawler:72; dungeon crawling:72; dungeon:5; dungeon crawls:1; dungeon explore:1; dungeon hunt:1; dungeon-crawling:1
270,micro_tags,entertaining mechanics,3,235,fun mechanics | enjoyable mechanics | entertaining mechanics,fun mechanics:229; enjoyable mechanics:3; entertaining mechanics:3
271,micro_tags,music soundtrack,6,233,soundtrack | great soundtrack | cool soundtrack | film soundtrack | music soundtrack | soundtrack love,soundtrack:179; great soundtrack:50; cool soundtrack:1; film soundtrack:1; music soundtrack:1; soundtrack love:1
272,genre_tree.sub,Tactical Warfare,3,232,Tactical | Tactical Warfare | Tactical Combat,Tactical:229; Tactical Warfare:2; Tactical Combat:1
273,genre_tree.traits,Community-driven,8,232,Community-driven | community-driven | Community Driven | Community-Driven | Community-driven development | community-driven development | Community-driven Development | community driven,Community-driven:108; community-driven:57; Community Driven:49; Community-Driven:6; Community-driven development:5; community-driven development:5; Community-driven Development:1; community driven:1
274,micro_tags,character progression,1,231,character progression,character progression:231
275,micro_tags,collectibles,6,230,collectibles | collectables | collectible | collectibles confusion | collectibles galore | fun collectibles,collectibles:213; collectables:12; collectible:2; collectibles confusion:1; collectibles galore:1; fun collectibles:1
276,micro_tags,platformer,6,229,platformer | 2D platformer | simple platformer | classic platformer | hard platformer | platformer fun,platformer:125; 2D platformer:95; simple platformer:4; classic platformer:2; hard platformer:2; platformer fun:1
277,micro_tags,relaxing vibe,8,229,relaxing | relaxing experience | relaxing vibe | relaxing fun | relaxing ambiance | relaxing time | relaxing yet intense | semi-relaxing,relaxing:149; relaxing experience:70; relaxing vibe:4; relaxing fun:2; relaxing ambiance:1; relaxing time:1; relaxing yet intense:1; semi-relaxing:1
278,genre_tree.traits,Permadeath,4,228,Permadeath | permadeath | Permadeath Alternative | Permadeath Option,Permadeath:142; permadeath:84; Permadeath Alternative:1; Permadeath Option:1
279,micro_tags,fun humor,6,228,humor | sarcastic humor | dumb humor | fun humor | funny humor | joke humor,humor:220; sarcastic humor:4; dumb humor:1; fun humor:1; funny humor:1; joke humor:1
280,genre_tree.traits,Humor,2,227,Humor | humor,Humor:209; humor:18
281,genre_tree.traits,interactive environment,6,227,Interactive environments | Interactive environment | interactive environments | Interactive Environment | interactive environment | Interactive Environments,Interactive environments:112; Interactive environment:60; interactive environments:24; Interactive Environment:16; interactive environment:12; Interactive Environments:3
282,micro_tags,local multiplayer,1,226,local multiplayer,local multiplayer:226
283,micro_tags,old-school,2,226,old school | old-school,old school:159; old-school:67
284,micro_tags,emotional journey,1,224,emotional journey,emotional journey:224
285,micro_tags,gameplay mechanics,5,223,game mechanics | gameplay mechanics | RPG mechanics | game mechanic | gamey mechanics,game mechanics:175; gameplay mechanics:26; RPG mechanics:20; game mechanic:1; gamey mechanics:1
286,genre_tree.sub,VR,2,222,VR | VR Experience,VR:211; VR Experience:11
287,genre_tree.traits,level-based,3,222,Level-based | level-based | Level-Based,Level-based:141; level-based:53; Level-Based:28
288,genre_tree.primary,Arcade,1,221,Arcade,Arcade:221
289,genre_tree.traits,Replayable,2,221,Replayable | replayable,Replayable:211; replayable:10
290,micro_tags,bugged gameplay,3,221,buggy gameplay | gameplay bugs | bugged gameplay,buggy gameplay:211; gameplay bugs:8; bugged gameplay:2
291,micro_tags,puzzle physics,3,221,puzzle mechanics | puzzle physics | puzzler mechanics,puzzle mechanics:219; puzzle physics:1; puzzler mechanics:1
292,micro_tags,sci-fi setting,2,219,sci-fi setting | scifi setting,sci-fi setting:218; scifi setting:1
293,micro_tags,non-casual,6,218,casual | casual friendly | casual-friendly | easy casual | non-casual | not casual,casual:183; casual friendly:28; casual-friendly:4; easy casual:1; non-casual:1; not casual:1
294,micro_tags,player choices,2,218,player choice | player choices,player choice:186; player choices:32
295,micro_tags,simple visuals,8,217,visuals | artistic visuals | simple visuals | visuals okay | creative visuals | refined visuals | visuals great | visuals work,visuals:106; artistic visuals:101; simple visuals:4; visuals okay:2; creative visuals:1; refined visuals:1; visuals great:1; visuals work:1
296,micro_tags,power-ups,8,214,power-ups | power ups | card power-ups | cool power-ups | fun power ups | limited power-ups | permanent power-ups | unique power-ups,power-ups:164; power ups:44; card power-ups:1; cool power-ups:1; fun power ups:1; limited power-ups:1; permanent power-ups:1; unique power-ups:1
297,micro_tags,strategy gameplay,3,214,strategic gameplay | strategic play | strategy gameplay,strategic gameplay:185; strategic play:20; strategy gameplay:9
298,genre_tree.sub,Party,1,213,Party,Party:213
299,micro_tags,great graphics,8,212,beautiful graphics | great graphics | gorgeous graphics | nice graphics | stunning graphics | amazing graphics | fantastic graphics | lovely graphics,beautiful graphics:118; great graphics:36; gorgeous graphics:22; nice graphics:13; stunning graphics:10; amazing graphics:5; fantastic graphics:4; lovely graphics:4
300,genre_tree.traits,Challenging Gameplay,4,211,challenging gameplay | Challenging gameplay | Challenging Gameplay | difficult gameplay,challenging gameplay:75; Challenging gameplay:69; Challenging Gameplay:60; difficult gameplay:7
301,genre_tree.traits,Dynamic Gameplay,3,211,Dynamic gameplay | dynamic gameplay | Dynamic Gameplay,Dynamic gameplay:87; dynamic gameplay:87; Dynamic Gameplay:37
302,micro_tags,psychological horror,1,211,psychological horror,psychological horror:211
303,micro_tags,high-score,3,210,high score | high scores | high-score,high score:175; high scores:31; high-score:4
304,micro_tags,sandbox,8,209,sandbox | creative sandbox | sandbox experience | sandbox fun | sandbox adventure | sandbox world | puzzle sandbox | sandbox app,sandbox:176; creative sandbox:10; sandbox experience:10; sandbox fun:7; sandbox adventure:2; sandbox world:2; puzzle sandbox:1; sandbox app:1
305,micro_tags,gameplay simplicity,6,208,simple gameplay | easy gameplay | basic gameplay | straightforward gameplay | gameplay simplicity | simple games,simple gameplay:105; easy gameplay:70; basic gameplay:23; straightforward gameplay:7; gameplay simplicity:2; simple games:1
306,micro_tags,low difficulty,7,208,high difficulty | low difficulty | hard difficulty | harsh difficulty | intense difficulty | extreme difficulty | higher difficulty,high difficulty:134; low difficulty:33; hard difficulty:29; harsh difficulty:4; intense difficulty:4; extreme difficulty:3; higher difficulty:1
307,genre_tree.traits,Turn-Based Combat,4,207,turn-based combat | Turn-based combat | Turn-Based Combat | Turn-based Combat,turn-based combat:144; Turn-based combat:40; Turn-Based Combat:13; Turn-based Combat:10
308,micro_tags,competitive players,4,206,competitive play | competitive gameplay | competitive games | competitive players,competitive play:149; competitive gameplay:55; competitive games:1; competitive players:1
309,micro_tags,non-linear,1,204,non-linear,non-linear:204
310,micro_tags,short experience,1,204,short experience,short experience:204
311,micro_tags,difficulty spike,2,203,difficulty spikes | difficulty spike,difficulty spikes:155; difficulty spike:48
312,micro_tags,extra achievements,8,203,achievements | easy achievements | achievement | in-game achievements | achievements issues | arbitrary achievements | extra achievements | fun achievements,achievements:146; easy achievements:45; achievement:4; in-game achievements:3; achievements issues:2; arbitrary achievements:1; extra achievements:1; fun achievements:1
313,genre_tree.primary,Party,1,202,Party,Party:202
314,micro_tags,upgrade system,5,202,upgrade system | upgrade systems | system upgrades | upgrade | upgrading system,upgrade system:197; upgrade systems:2; system upgrades:1; upgrade:1; upgrading system:1
315,genre_tree.traits,Warfare Mechanics,8,201,combat mechanics | Combat Mechanics | Combat mechanics | Battle Mechanics | Engaging Combat Mechanics | Varied combat mechanics | Warfare Mechanics | varied combat mechanics,combat mechanics:93; Combat Mechanics:68; Combat mechanics:35; Battle Mechanics:1; Engaging Combat Mechanics:1; Varied combat mechanics:1; Warfare Mechanics:1; varied combat mechanics:1
316,micro_tags,base construction,6,200,base building | base-building | base construction | no base building | minimal base building | no base-building,base building:185; base-building:6; base construction:4; no base building:3; minimal base building:1; no base-building:1
317,micro_tags,relaxed gameplay,3,199,relaxing gameplay | relaxed gameplay | relaxing play,relaxing gameplay:175; relaxed gameplay:23; relaxing play:1
318,genre_tree.traits,Progression system,6,198,Progression System | Progression system | progression system | Progression Systems | Progression systems | progression systems,Progression System:105; Progression system:46; progression system:31; Progression Systems:8; Progression systems:6; progression systems:2
319,genre_tree.sub,Open World Survival,1,196,Open World Survival,Open World Survival:196
320,genre_tree.sub,Life Simulation,1,194,Life Simulation,Life Simulation:194
321,micro_tags,variety of weapons,7,194,weapon variety | variety of weapons | variety weapons | weapons variety | weapon variations | weapon types | weapon variants,weapon variety:163; variety of weapons:12; variety weapons:8; weapons variety:7; weapon variations:2; weapon types:1; weapon variants:1
322,genre_tree.traits,Narrative choices,6,193,Narrative Choices | narrative choices | Narrative choices | Choice-driven narrative | Narrative Choice | choice-driven narrative,Narrative Choices:159; narrative choices:17; Narrative choices:6; Choice-driven narrative:5; Narrative Choice:5; choice-driven narrative:1
323,micro_tags,dark theme,2,193,dark themes | dark theme,dark themes:185; dark theme:8
324,genre_tree.sub,Bullet hell,3,190,Bullet Hell | Bullet hell | Bullet-Hell,Bullet Hell:188; Bullet hell:1; Bullet-Hell:1
325,micro_tags,player feedback,3,189,player feedback | game feedback | gameplay feedback,player feedback:173; game feedback:10; gameplay feedback:6
326,micro_tags,visual appeal,4,188,visual appeal | graphics appeal | graphical appeal | visuals appeal,visual appeal:181; graphics appeal:4; graphical appeal:2; visuals appeal:1
327,genre_tree.traits,Team-Based,3,186,Team-based | team-based | Team-Based,Team-based:87; team-based:67; Team-Based:32
328,genre_tree.traits,Co-op gameplay,7,184,Co-op Gameplay | Co-op gameplay | co-op gameplay | Co-op Play | Co-op Multiplayer | co-op play | Co-op play,Co-op Gameplay:86; Co-op gameplay:73; co-op gameplay:14; Co-op Play:4; Co-op Multiplayer:3; co-op play:3; Co-op play:1
329,micro_tags,thought-provoking,2,184,thought-provoking | thought provoking,thought-provoking:170; thought provoking:14
330,genre_tree.traits,tactical,4,183,Tactical | Tactical combat | tactical combat | tactical,Tactical:114; Tactical combat:31; tactical combat:21; tactical:17
331,micro_tags,deeply engaging,2,183,engaging | deeply engaging,engaging:182; deeply engaging:1
332,micro_tags,not replayable,4,180,replayable | replay | not replayable | replayable world,replayable:174; replay:3; not replayable:2; replayable world:1
333,genre_tree.traits,Explorative,2,179,Explorative | explorative,Explorative:167; explorative:12
334,genre_tree.traits,Simple to learn,6,179,Easy to learn | easy to learn | Easy to Learn | Easy to learn / Hard to master | Easy to teach | Simple to learn,Easy to learn:73; easy to learn:58; Easy to Learn:43; Easy to learn / Hard to master:3; Easy to teach:1; Simple to learn:1
335,micro_tags,mystery solving,1,179,mystery solving,mystery solving:179
336,micro_tags,problem solver,3,179,problem-solving | problem solving | problem solver,problem-solving:90; problem solving:88; problem solver:1
337,genre_tree.traits,Progression,8,178,Progression | level progression | Level progression | Level Progression | progression | Satisfying Progression | Gradual progression | Simple Progression,Progression:55; level progression:53; Level progression:40; Level Progression:14; progression:12; Satisfying Progression:2; Gradual progression:1; Simple Progression:1
338,genre_tree.sub,Action-Adventure,2,177,Action-Adventure | Action-adventure,Action-Adventure:168; Action-adventure:9
