group_id,context,representative_tag,member_count,total_occurrences,members,member_occurrences
135,mechanics,physics_based,8,304,physics | physics-based | physics_based | realistic_physics | Physics Puzzles | accurate physics | physics puzzles | real_physics,physics:276; physics-based:11; physics_based:8; realistic_physics:5; Physics Puzzles:1; accurate physics:1; physics puzzles:1; real_physics:1
136,vibe,emotional,1,302,emotional,emotional:302
137,structure_loop,event-driven,3,298,event-driven | dynamic-events | event_driven,event-driven:287; dynamic-events:6; event_driven:5
138,narrative,personal growth,2,297,growth | personal growth,growth:253; personal growth:44
139,uniqueness,artistic-visuals,6,296,visuals | artistic-visuals | artistic visuals | distinct visuals | Visuals | visuals and sound,visuals:275; artistic-visuals:9; artistic visuals:6; distinct visuals:4; Visuals:1; visuals and sound:1
140,uniqueness,player_choice,6,295,player choices | player_choice | player choice | player_choices | player choices matter | player-choice,player choices:118; player_choice:59; player choice:42; player_choices:39; player choices matter:20; player-choice:17
141,structure_loop,challenge_scaling,6,294,difficulty_scaling | challenge_scaling | difficulty scaling | difficulty-scaling | scaling_difficulty | scaling difficulty,difficulty_scaling:160; challenge_scaling:63; difficulty scaling:36; difficulty-scaling:32; scaling_difficulty:2; scaling difficulty:1
142,mechanics,simulator,3,292,simulation | physics_simulation | simulator,simulation:289; physics_simulation:2; simulator:1
143,narrative,isolation,2,291,isolation | themes of isolation,isolation:290; themes of isolation:1
144,uniqueness,retro-aesthetic,12,287,retro_style | retro-style | retro_aesthetic | retro_inspired | retro-aesthetic | retro style | retro_design | modern_retro | retro artstyle | retro_RPG_style | retro_aesthetics | retro_art,retro_style:159; retro-style:45; retro_aesthetic:29; retro_inspired:22; retro-aesthetic:13; retro style:12; retro_design:2; modern_retro:1; retro artstyle:1; retro_RPG_style:1; retro_aesthetics:1; retro_art:1
145,narrative,horror story,2,284,horror | horror story,horror:283; horror story:1
146,uniqueness,dynamic_environment,1,283,dynamic_environment,dynamic_environment:283
147,uniqueness,narrative-branching,6,283,narrative branching | branching narratives | narrative_branching | branching narrative | branching_story | narrative-branching,narrative branching:204; branching narratives:67; narrative_branching:6; branching narrative:2; branching_story:2; narrative-branching:2
148,structure_loop,episodic-release,12,281,episodic | episodic_progression | episodic progression | episodic-structure | Episodic | episodic flow | episodic-chapters | episodic-format | episodic-progress | episodic-release | episodic_flow | episodic_levels,episodic:256; episodic_progression:9; episodic progression:6; episodic-structure:2; Episodic:1; episodic flow:1; episodic-chapters:1; episodic-format:1; episodic-progress:1; episodic-release:1; episodic_flow:1; episodic_levels:1
149,structure_loop,decision_making,4,272,decision_making | decision-making | decision making | choice_making,decision_making:161; decision-making:101; decision making:9; choice_making:1
150,uniqueness,early-access,12,271,early_access | early access | early-access | early_access_feel | early_access_experience | early_access_flaws | early_access_potential | Early_Access | early_access_challenges | early_access_features | early_access_issues | early_access_transition,early_access:218; early access:24; early-access:13; early_access_feel:4; early_access_experience:3; early_access_flaws:2; early_access_potential:2; Early_Access:1; early_access_challenges:1; early_access_features:1; early_access_issues:1; early_access_transition:1
151,narrative,sacrifice,3,270,sacrifice | personal sacrifice | self-sacrifice,sacrifice:248; personal sacrifice:19; self-sacrifice:3
152,vibe,adventurous,1,269,adventurous,adventurous:269
153,mechanics,timing,1,267,timing,timing:267
154,structure_loop,level variety,4,264,variety | level variety | build variety | variety issues,variety:259; level variety:3; build variety:1; variety issues:1
155,structure_loop,reflective,3,264,reflection | reflective | reflect,reflection:237; reflective:26; reflect:1
156,narrative,history,3,262,historical | history | historical events,historical:236; history:23; historical events:3
157,uniqueness,character-development,4,262,character development | character-development | character_development | poor-character-development,character development:245; character-development:14; character_development:2; poor-character-development:1
158,narrative,Themes of Strategy,5,260,strategy | military strategy | Themes of Strategy | military-strategy | war-strategy,strategy:250; military strategy:7; Themes of Strategy:1; military-strategy:1; war-strategy:1
159,uniqueness,dynamic_narrative,9,255,dynamic storytelling | dynamic-narrative | interactive storytelling | interactive-storytelling | dynamic_story | dynamic_narrative | dynamic-narration | dynamic-story | dynamic_storytelling,dynamic storytelling:150; dynamic-narrative:62; interactive storytelling:25; interactive-storytelling:9; dynamic_story:4; dynamic_narrative:2; dynamic-narration:1; dynamic-story:1; dynamic_storytelling:1
160,vibe,reflective,2,254,reflective | reflective mood,reflective:253; reflective mood:1
161,structure_loop,challenging_difficulty,7,251,difficulty | easy difficulty | Difficulty | challenging_difficulty | difficulties | easy_difficulty | puzzle_difficulty,difficulty:244; easy difficulty:2; Difficulty:1; challenging_difficulty:1; difficulties:1; easy_difficulty:1; puzzle_difficulty:1
162,mechanics,tactical gameplay,10,249,tactical | tactical_combat | tactical_movement | tactical battles | tactical gameplay | tactical options | tactical-combat | tactical_shooter | tactical warfare | tactical-battles,tactical:206; tactical_combat:26; tactical_movement:5; tactical battles:2; tactical gameplay:2; tactical options:2; tactical-combat:2; tactical_shooter:2; tactical warfare:1; tactical-battles:1
163,narrative,Frustration,3,248,frustration | Frustration | challenge and frustration,frustration:245; Frustration:2; challenge and frustration:1
164,vibe,rewarding,1,248,rewarding,rewarding:248
165,vibe,introspective,1,244,introspective,introspective:244
166,structure_loop,Difficulty Curve,4,238,difficulty_curve | difficulty curve | Difficulty Curve | smooth_difficulty_curve,difficulty_curve:197; difficulty curve:38; Difficulty Curve:2; smooth_difficulty_curve:1
167,uniqueness,indie_friendly,12,237,indie | indie_style | indie style | indie-style | indie-appeal | indie-development | Indie | early_indie | indie feel | indie-studio | indie_friendly | unknown indie,indie:143; indie_style:70; indie style:5; indie-style:5; indie-appeal:4; indie-development:4; Indie:1; early_indie:1; indie feel:1; indie-studio:1; indie_friendly:1; unknown indie:1
168,structure_loop,grind progression,8,234,grinding | grind | grinding mechanics | no_grinding | grind progression | grinding_issues | level grinding | leveling grind,grinding:147; grind:79; grinding mechanics:2; no_grinding:2; grind progression:1; grinding_issues:1; level grinding:1; leveling grind:1
169,narrative,scifi,7,233,sci-fi | sci_fi | science-fiction | science_fiction | science fiction | Sci-Fi | scifi,sci-fi:147; sci_fi:37; science-fiction:20; science_fiction:18; science fiction:8; Sci-Fi:2; scifi:1
170,uniqueness,pixel art,12,231,pixel_art | pixel art | pixel-art | pixel art style | pixel_art_style | 2D_pixel_art | Pixel Art Style | no_pixel_art | pixel-art style | pixel_aesthetic | retro_pixel_art | stylized_pixel_art,pixel_art:143; pixel art:40; pixel-art:33; pixel art style:5; pixel_art_style:3; 2D_pixel_art:1; Pixel Art Style:1; no_pixel_art:1; pixel-art style:1; pixel_aesthetic:1; retro_pixel_art:1; stylized_pixel_art:1
171,narrative,personal struggle,2,230,struggle | personal struggle,struggle:225; personal struggle:5
172,uniqueness,sound design,6,230,sound design | sound_design | sound-design | immersive sound design | audio design | Sound Design,sound design:115; sound_design:81; sound-design:19; immersive sound design:10; audio design:4; Sound Design:1
173,structure_loop,reward-systems,8,227,reward_system | reward_cycle | reward-systems | reward systems | reward_based | rewarding_tasks | rewards system | rewards_system,reward_system:168; reward_cycle:36; reward-systems:15; reward systems:4; reward_based:1; rewarding_tasks:1; rewards system:1; rewards_system:1
174,mechanics,minigame puzzles,8,224,minigames | mini_games | mini-games | minigame | mini-game | mini_game | mini games | minigame puzzles,minigames:88; mini_games:78; mini-games:45; minigame:4; mini-game:3; mini_game:3; mini games:2; minigame puzzles:1
175,mechanics,global leveling,12,222,leveling | character leveling | levels | leveling system | leveling up | level up | global leveling | level balancing | level-building | level-challenge | level-generation | level-up,leveling:200; character leveling:4; levels:4; leveling system:3; leveling up:3; level up:2; global leveling:1; level balancing:1; level-building:1; level-challenge:1; level-generation:1; level-up:1
176,mechanics,hidden-objects,7,222,hidden_objects | hidden-object | hidden-objects | hidden_object | hidden objects | hidden_items | hidden_object_search,hidden_objects:145; hidden-object:30; hidden-objects:16; hidden_object:15; hidden objects:12; hidden_items:3; hidden_object_search:1
177,vibe,energetic,1,222,energetic,energetic:222
178,mechanics,tower defense,11,218,tower_defense | tower defense | tower-defense | Tower Defense | defense_building | defensive_towers | emotion_tower_defense | tower_attack | tower_destruction | tower_offense | tower_tactics,tower_defense:135; tower defense:67; tower-defense:4; Tower Defense:3; defense_building:3; defensive_towers:1; emotion_tower_defense:1; tower_attack:1; tower_destruction:1; tower_offense:1; tower_tactics:1
179,vibe,dynamic,1,215,dynamic,dynamic:215
180,mechanics,survival,3,214,survival | survival mechanics | survival mode,survival:212; survival mechanics:1; survival mode:1
181,narrative,political-realism,3,214,realism | lack of realism | political-realism,realism:212; lack of realism:1; political-realism:1
182,narrative,Chaos,6,213,chaos | chaotic | Chaos | chaos management | chaotic fun | chaotic themes,chaos:204; chaotic:5; Chaos:1; chaos management:1; chaotic fun:1; chaotic themes:1
183,structure_loop,repeatable_tasks,9,213,repetitive_tasks | repetitive tasks | repetitive_actions | task_repetition | repetitive-tasks | Repetitive Tasks | repeatable_tasks | task repetition | task-repetition,repetitive_tasks:137; repetitive tasks:41; repetitive_actions:17; task_repetition:10; repetitive-tasks:4; Repetitive Tasks:1; repeatable_tasks:1; task repetition:1; task-repetition:1
184,narrative,Absurdity,5,212,absurdity | absurdism | absurd | Absurdity | absurdist,absurdity:188; absurdism:19; absurd:3; Absurdity:1; absurdist:1
185,mechanics,character_action,6,209,character_interaction | character-interaction | character interaction | character interactions | character_interactions | character_action,character_interaction:152; character-interaction:46; character interaction:4; character interactions:3; character_interactions:3; character_action:1
186,uniqueness,voice acting,12,205,voice_acting | voice acting | voice-acting | strong_voice_acting | voice_actors | no_voice_acting | voice_cast | voice_acted | voice_acting_quality | voice_actor | full_voice_acting | poor_voice_acting,voice_acting:108; voice acting:42; voice-acting:27; strong_voice_acting:6; voice_actors:5; no_voice_acting:4; voice_cast:4; voice_acted:3; voice_acting_quality:2; voice_actor:2; full_voice_acting:1; poor_voice_acting:1
187,narrative,Romance Options,5,204,romance | romantic | Romance | Romance Options | romance options,romance:195; romantic:6; Romance:1; Romance Options:1; romance options:1
188,structure_loop,smooth_learning_curve,6,204,learning_curve | learning curve | learning-curve | easy learning curve | high_learning_curve | smooth_learning_curve,learning_curve:160; learning curve:35; learning-curve:6; easy learning curve:1; high_learning_curve:1; smooth_learning_curve:1
189,narrative,minimalist,5,202,minimalism | minimalist | minimalist-design | minimalist world | minimalistic,minimalism:181; minimalist:17; minimalist-design:2; minimalist world:1; minimalistic:1
190,structure_loop,exploration-loop,8,202,exploration_cycle | exploration_cycles | exploration cycles | exploration_time | exploration_phase | exploration-cycles | exploration-loop | exploration_phases,exploration_cycle:82; exploration_cycles:81; exploration cycles:28; exploration_time:5; exploration_phase:3; exploration-cycles:1; exploration-loop:1; exploration_phases:1
191,narrative,character growth,3,201,character_growth | character growth | character-growth,character_growth:159; character growth:33; character-growth:9
192,structure_loop,combat_encounters,5,201,combat_encounters | encounters | enemy_encounters | battle_encounters | battle encounters,combat_encounters:148; encounters:27; enemy_encounters:23; battle_encounters:2; battle encounters:1
193,vibe,gritty feel,3,201,gritty | grittiness | gritty feel,gritty:198; grittiness:2; gritty feel:1
194,mechanics,gear grinding,4,200,grinding | grind | gear grinding | grind progression,grinding:158; grind:40; gear grinding:1; grind progression:1
195,narrative,post_apocalypse,5,199,post-apocalyptic | post_apocalyptic | apocalyptic | post_apocalypse | post-apocalypse,post-apocalyptic:158; post_apocalyptic:35; apocalyptic:3; post_apocalypse:2; post-apocalypse:1
196,mechanics,co-op-play,10,198,co-op | co_op | co-op gameplay | co-op play | Co-op | co-op mode | co-op strategy | co-op-play | co-op_ai | local co-op,co-op:159; co_op:27; co-op gameplay:3; co-op play:3; Co-op:1; co-op mode:1; co-op strategy:1; co-op-play:1; co-op_ai:1; local co-op:1
197,structure_loop,open_world,3,198,open-world | open_world | open world,open-world:95; open_world:88; open world:15
198,uniqueness,interactive-environment,7,198,environment interaction | environment_interaction | environmental interaction | environmental_interaction | environmental-interaction | environment-interaction | interactive-environment,environment interaction:73; environment_interaction:49; environmental interaction:31; environmental_interaction:19; environmental-interaction:17; environment-interaction:7; interactive-environment:2
199,mechanics,quests,8,195,questing | quests | side quests | quest system | quest completion | Daily Quests | Questing | quest-solving,questing:125; quests:56; side quests:6; quest system:3; quest completion:2; Daily Quests:1; Questing:1; quest-solving:1
200,narrative,achievement_challenge,10,194,achievement | achievement_hunting | achievements | accomplishment | achievement hunting | achievement-hunting | personal achievement | achievement chasing | achievement-challenges | achievement_challenge,achievement:139; achievement_hunting:16; achievements:16; accomplishment:8; achievement hunting:5; achievement-hunting:5; personal achievement:2; achievement chasing:1; achievement-challenges:1; achievement_challenge:1
201,vibe,adorable,2,194,cute | adorable,cute:172; adorable:22
202,narrative,teamwork,1,192,teamwork,teamwork:192
203,narrative,identity,1,184,identity,identity:184
204,vibe,retro feel,4,184,retro | retro aesthetic | retro feel | retro-futuristic,retro:179; retro aesthetic:2; retro feel:2; retro-futuristic:1
205,mechanics,boss battles,9,183,boss_fights | boss battles | boss fights | boss_battles | boss-fights | boss-fight | boss_fight | bossfight | bossfights,boss_fights:116; boss battles:28; boss fights:15; boss_battles:12; boss-fights:8; boss-fight:1; boss_fight:1; bossfight:1; bossfights:1
206,structure_loop,character_interactions,6,183,character_interaction | character-interaction | character interactions | character_interactions | character interaction | character-interactions,character_interaction:96; character-interaction:28; character interactions:27; character_interactions:22; character interaction:8; character-interactions:2
207,mechanics,point and click,11,182,point_click | point-and-click | point_and_click | point-click | Point and Click | click-point | click_point | point and click | point click | point_n_click | point_to_point,point_click:102; point-and-click:48; point_and_click:14; point-click:11; Point and Click:1; click-point:1; click_point:1; point and click:1; point click:1; point_n_click:1; point_to_point:1
208,narrative,characters,3,181,character | characters | Character,character:109; characters:71; Character:1
209,vibe,Excitement,3,181,excitement | Excitement | mediocre excitement,excitement:178; Excitement:2; mediocre excitement:1
210,narrative,character-depth,3,180,character_depth | character depth | character-depth,character_depth:149; character depth:28; character-depth:3
211,mechanics,item collection,5,175,item_collection | item-collection | item collection | object_collection | item_collecting,item_collection:87; item-collection:77; item collection:8; object_collection:2; item_collecting:1
212,narrative,emotional storytelling,4,173,storytelling | clever storytelling | Storytelling | emotional storytelling,storytelling:169; clever storytelling:2; Storytelling:1; emotional storytelling:1
213,structure_loop,trial_and_error,6,173,trial_and_error | trial-and-error | trial_error | trial and error | trial-error | Trial and Error,trial_and_error:90; trial-and-error:31; trial_error:25; trial and error:21; trial-error:5; Trial and Error:1
214,uniqueness,Minimalist Design,12,173,minimalist | minimalism | minimalist_design | minimalist design | minimalist-design | minimalistic | Minimalist Design | minimalist art | minimalist-aesthetic | minimalist-approach | minimalist-art | minimalistic-design,minimalist:57; minimalism:37; minimalist_design:31; minimalist design:28; minimalist-design:8; minimalistic:6; Minimalist Design:1; minimalist art:1; minimalist-aesthetic:1; minimalist-approach:1; minimalist-art:1; minimalistic-design:1
215,vibe,colourful,3,173,colorful | colourful | colorfulness,colorful:169; colourful:3; colorfulness:1
216,mechanics,time-management,4,171,time_management | time-management | time management | time_control,time_management:147; time-management:19; time management:4; time_control:1
217,mechanics,unit control,7,170,unit_control | unit_management | Unit Control | unit control | unit-control | unit_command | unit_commands,unit_control:87; unit_management:77; Unit Control:2; unit control:1; unit-control:1; unit_command:1; unit_commands:1
218,mechanics,combat-systems,12,169,combat_system | combat system | battle_system | combat systems | battle-system | combat-system | combat_control | fighting_system | Combat System | battle_systems | combat-systems | combat_systems,combat_system:121; combat system:17; battle_system:16; combat systems:3; battle-system:2; combat-system:2; combat_control:2; fighting_system:2; Combat System:1; battle_systems:1; combat-systems:1; combat_systems:1
219,mechanics,management,6,168,management | unit management | staff_management | Unit Management | managerial | managing,management:153; unit management:10; staff_management:2; Unit Management:1; managerial:1; managing:1
220,vibe,thought_provoking,2,166,thought-provoking | thought_provoking,thought-provoking:160; thought_provoking:6
221,uniqueness,lack of customization,12,165,customization | customization options | customization-options | limited customization | Customizable | control customization | customizable | customization planned | customization potential | extensive customization | lack of customization | visual customization,customization:149; customization options:3; customization-options:3; limited customization:2; Customizable:1; control customization:1; customizable:1; customization planned:1; customization potential:1; extensive customization:1; lack of customization:1; visual customization:1
222,mechanics,limited achievements,4,162,achievements | achievement | fast achievements | limited achievements,achievements:93; achievement:67; fast achievements:1; limited achievements:1
223,uniqueness,indie charm,4,162,indie charm | indie_charm | indie-charm | indie aesthetic,indie charm:103; indie_charm:49; indie-charm:8; indie aesthetic:2
224,structure_loop,resource_allocation,2,159,resource_gathering | resource_allocation,resource_gathering:129; resource_allocation:30
225,narrative,Potential,2,158,potential | Potential,potential:156; Potential:2
226,vibe,fast-paced action,5,156,fast-paced | fast_paced | slow-paced | slow_paced | fast-paced action,fast-paced:114; fast_paced:31; slow-paced:7; slow_paced:3; fast-paced action:1
227,structure_loop,consistent flow,5,155,flow | game flow | engaging flow | consistent flow | flowing,flow:147; game flow:4; engaging flow:2; consistent flow:1; flowing:1
228,structure_loop,story-revelation,7,155,revelation | story_revelation | story-revelation | narrative-revelation | revelations | character-revelation | puzzle-revelation,revelation:65; story_revelation:49; story-revelation:33; narrative-revelation:4; revelations:2; character-revelation:1; puzzle-revelation:1
229,uniqueness,cultural_themes,4,155,cultural themes | cultural-theme | cultural_theme | cultural_themes,cultural themes:151; cultural-theme:2; cultural_theme:1; cultural_themes:1
230,structure_loop,puzzle-iteration,6,154,iteration | iterative | iterating | iterate | Iteration | puzzle-iteration,iteration:133; iterative:13; iterating:4; iterate:2; Iteration:1; puzzle-iteration:1
231,vibe,epic,1,154,epic,epic:154
232,mechanics,challenge-level,5,152,challenge | challenges | challenge system | challenge-level | challenge-runs,challenge:107; challenges:42; challenge system:1; challenge-level:1; challenge-runs:1
233,narrative,rich lore,12,152,lore | character_lore | character lore | lore-rich | rich lore | creature lore | deep lore | hidden lore | lore-depth | magic lore | original_lore | story_lore,lore:135; character_lore:4; character lore:2; lore-rich:2; rich lore:2; creature lore:1; deep lore:1; hidden lore:1; lore-depth:1; magic lore:1; original_lore:1; story_lore:1
234,structure_loop,level design issues,6,152,level_design | level_based | level design | level-design | level design issues | level_creation,level_design:103; level_based:27; level design:11; level-design:9; level design issues:1; level_creation:1
235,structure_loop,progressive,10,151,progressive | progressive_difficulty | progressive-difficulty | progressive challenge | progressive challenges | progressive-challenges | progressive-challenge | progressive levels | progressive story | progressive_story,progressive:60; progressive_difficulty:37; progressive-difficulty:13; progressive challenge:11; progressive challenges:11; progressive-challenges:11; progressive-challenge:5; progressive levels:1; progressive story:1; progressive_story:1
236,uniqueness,innovative-mechanic,9,151,innovative mechanics | innovative_mechanics | innovative-mechanics | mechanical_innovation | mechanical-innovation | mechanical innovation | mechanic-innovation | innovative-mechanic | mechanical_innovations,innovative mechanics:66; innovative_mechanics:51; innovative-mechanics:13; mechanical_innovation:10; mechanical-innovation:4; mechanical innovation:3; mechanic-innovation:2; innovative-mechanic:1; mechanical_innovations:1
237,mechanics,Racing,6,150,racing | Racing | AI_racing | arcade racing | lap-racing | racing dynamics,racing:144; Racing:2; AI_racing:1; arcade racing:1; lap-racing:1; racing dynamics:1
238,narrative,environment immersion,2,150,immersion | environment immersion,immersion:149; environment immersion:1
239,narrative,lightheartedness,6,150,lighthearted | lighthearted_story | lighthearted_tone | lightheartedness | lighthearted story | lighthearted tone,lighthearted:130; lighthearted_story:7; lighthearted_tone:5; lightheartedness:5; lighthearted story:2; lighthearted tone:1
240,mechanics,unlocking,7,149,unlockables | unlocking | unlockable | unlock | Unlocking | unlockable classes | unlockable content,unlockables:89; unlocking:48; unlockable:6; unlock:3; Unlocking:1; unlockable classes:1; unlockable content:1
241,structure_loop,linear,1,149,linear,linear:149
242,vibe,curiosity,1,149,curiosity,curiosity:149
243,uniqueness,Affordable,4,148,affordable | affordable price | affordable pricing | Affordable,affordable:133; affordable price:9; affordable pricing:5; Affordable:1
244,mechanics,Tutorial Difficulty,11,147,tutorial | tutorials | tutorial guidance | tutorial issues | Tutorial Difficulty | Tutorial Issues | Tutorials | tutorial design | tutorial scenarios | tutorial simplicity | tutorial system,tutorial:97; tutorials:39; tutorial guidance:2; tutorial issues:2; Tutorial Difficulty:1; Tutorial Issues:1; Tutorials:1; tutorial design:1; tutorial scenarios:1; tutorial simplicity:1; tutorial system:1
245,narrative,world-building,5,147,world_building | world-building | world building | World Building | world_buildup,world_building:90; world-building:49; world building:6; World Building:1; world_buildup:1
246,vibe,calm,1,147,calm,calm:147
247,mechanics,slow_paced,5,146,fast-paced | fast_paced | slow-paced | fast paced | slow_paced,fast-paced:101; fast_paced:35; slow-paced:5; fast paced:3; slow_paced:2
248,structure_loop,main_missions,12,145,missions | mission | side missions | main_missions | short missions | varied missions | varied_missions | campaign_missions | challenge missions | extra missions | story_missions | tedious_missions,missions:122; mission:7; side missions:3; main_missions:2; short missions:2; varied missions:2; varied_missions:2; campaign_missions:1; challenge missions:1; extra missions:1; story_missions:1; tedious_missions:1
249,uniqueness,physics realism,6,144,realism | low realism | magic realism | physics realism | realism focus | realism_issues,realism:139; low realism:1; magic realism:1; physics realism:1; realism focus:1; realism_issues:1
250,structure_loop,reset-issues,6,142,reset | resetting | resets | no_reset | reset-issues | resettable,reset:133; resetting:4; resets:2; no_reset:1; reset-issues:1; resettable:1
251,structure_loop,skill_growth,6,141,skill_growth | skill_progression | skill_development | skill_building | skill-growth | skill growth,skill_growth:69; skill_progression:60; skill_development:6; skill_building:3; skill-growth:2; skill growth:1
252,narrative,ongoing journey,7,140,journey | personal journey | epic journey | challenging journey | magical journey | ongoing journey | simple journey,journey:121; personal journey:12; epic journey:3; challenging journey:1; magical journey:1; ongoing journey:1; simple journey:1
253,uniqueness,community-driven,3,140,community-driven | community_driven | community-driven content,community-driven:103; community_driven:36; community-driven content:1
254,uniqueness,environmental-narrative,4,140,environmental storytelling | environmental_storytelling | environmental-storytelling | environmental-narrative,environmental storytelling:106; environmental_storytelling:18; environmental-storytelling:13; environmental-narrative:3
255,narrative,psychological,2,139,psychological | psychology,psychological:132; psychology:7
256,mechanics,character_switching,8,138,character_switching | character_control | character-switching | character_switch | character switching | character_swap | character_swapping | character swapping,character_switching:71; character_control:29; character-switching:25; character_switch:6; character switching:2; character_swap:2; character_swapping:2; character swapping:1
257,narrative,disappointment,1,138,disappointment,disappointment:138
258,narrative,loss,1,138,loss,loss:138
259,mechanics,replayable,4,137,replayability | replay | replayable | Replayability,replayability:116; replay:15; replayable:5; Replayability:1
260,narrative,stories,4,137,story | good story | interesting story | stories,story:134; good story:1; interesting story:1; stories:1
261,mechanics,accuracy,4,135,precision | accuracy | precision editing | precision tools,precision:123; accuracy:10; precision editing:1; precision tools:1
262,narrative,moral ambiguity,4,135,moral ambiguity | moral-ambiguity | moral_ambiguity | morally_ambiguous,moral ambiguity:132; moral-ambiguity:1; moral_ambiguity:1; morally_ambiguous:1
263,narrative,dark_humor,6,134,dark_humor | dark humor | dark-humor | dark_comedy | light_humor | Dark Humor,dark_humor:68; dark humor:45; dark-humor:15; dark_comedy:3; light_humor:2; Dark Humor:1
264,uniqueness,first_visual_novel,12,134,visual_novel | visual-novel | visual novel | visual_novel_style | visual novel style | first_visual_novel | visual novel hybrid | visual-novel-style | visual_novel_RPG | visual_novel_blend | visual_novel_format | visual_novel_hybrid,visual_novel:86; visual-novel:21; visual novel:12; visual_novel_style:6; visual novel style:2; first_visual_novel:1; visual novel hybrid:1; visual-novel-style:1; visual_novel_RPG:1; visual_novel_blend:1; visual_novel_format:1; visual_novel_hybrid:1
265,vibe,entertaining,1,134,entertaining,entertaining:134
266,narrative,character_driven,2,133,character-driven | character_driven,character-driven:100; character_driven:33
267,narrative,family,1,132,family,family:132
268,narrative,personal_growth,2,132,personal_growth | personal-growth,personal_growth:116; personal-growth:16
269,mechanics,scoring system,9,131,scoring | score chasing | point scoring | point_scoring | score-chasing | scoring system | goal_scoring | level scoring | score,scoring:117; score chasing:3; point scoring:2; point_scoring:2; score-chasing:2; scoring system:2; goal_scoring:1; level scoring:1; score:1
270,narrative,abandonment,1,130,abandonment,abandonment:130
271,structure_loop,dynamic-environment,3,130,dynamic | dynamic environment | dynamic-environment,dynamic:128; dynamic environment:1; dynamic-environment:1
272,structure_loop,matchmaking,3,130,matchmaking | Matchmaking | fast_matchmaking,matchmaking:126; Matchmaking:2; fast_matchmaking:2
273,mechanics,action,3,129,action | Action | direct action,action:127; Action:1; direct action:1
274,structure_loop,difficulty-spikes,7,129,difficulty_spikes | difficulty spikes | difficulty_spike | difficulty spike | difficulty-spike | challenge_spikes | difficulty-spikes,difficulty_spikes:52; difficulty spikes:36; difficulty_spike:31; difficulty spike:5; difficulty-spike:3; challenge_spikes:1; difficulty-spikes:1
275,mechanics,clicker,6,128,clicking | clicker | click | clicking actions | definition_click | right-click,clicking:79; clicker:45; click:1; clicking actions:1; definition_click:1; right-click:1
276,mechanics,driving,1,128,driving,driving:128
277,narrative,dystopian themes,9,128,dystopia | dystopian future | dystopian | dystopian themes | dystopian setting | dystopian-future | dystopian_future | dystopian_world | urban dystopia,dystopia:69; dystopian future:29; dystopian:21; dystopian themes:4; dystopian setting:1; dystopian-future:1; dystopian_future:1; dystopian_world:1; urban dystopia:1
278,vibe,beautiful,2,128,beautiful | gorgeous,beautiful:105; gorgeous:23
279,vibe,light-hearted,1,128,light-hearted,light-hearted:128
280,narrative,dark-themes,5,127,dark themes | dark_theme | dark_themes | dark-themes | dark-theme,dark themes:51; dark_theme:43; dark_themes:22; dark-themes:8; dark-theme:3
281,structure_loop,tutorial-heavy,10,127,tutorial | tutorials | tutorial guidance | tutorial phase | no tutorial | tutorial challenges | tutorial phases | tutorial-free | tutorial-heavy | tutorialization,tutorial:89; tutorials:27; tutorial guidance:3; tutorial phase:2; no tutorial:1; tutorial challenges:1; tutorial phases:1; tutorial-free:1; tutorial-heavy:1; tutorialization:1
282,vibe,optimistic,2,127,optimistic | optimism,optimistic:106; optimism:21
283,mechanics,arcade_challenge,12,126,arcade | arcade-style | arcade style | arcade-mode | arcade_shooter | arcade combat | arcade feel | arcade gameplay | arcade mode | arcade shooter | arcade-shooter | arcade_challenge,arcade:104; arcade-style:8; arcade style:3; arcade-mode:2; arcade_shooter:2; arcade combat:1; arcade feel:1; arcade gameplay:1; arcade mode:1; arcade shooter:1; arcade-shooter:1; arcade_challenge:1
284,narrative,zombie_survival,8,126,zombie_apocalypse | zombie apocalypse | zombie | zombie_invasion | zombie_outbreak | zombie-apocalypse | zombie_story | zombie_survival,zombie_apocalypse:69; zombie apocalypse:26; zombie:24; zombie_invasion:2; zombie_outbreak:2; zombie-apocalypse:1; zombie_story:1; zombie_survival:1
285,vibe,hope,1,126,hope,hope:126
286,structure_loop,Turn-Based,4,125,turn_based | turn-based | Turn-Based | turn_taking,turn_based:82; turn-based:41; Turn-Based:1; turn_taking:1
287,mechanics,item-management,6,123,item_management | item_usage | item management | item_use | item_system | item-management,item_management:78; item_usage:20; item management:11; item_use:10; item_system:3; item-management:1
288,uniqueness,accessible-challenge,5,123,accessible | non-accessible | accessible for all | accessible-challenge | accessible-difficulty,accessible:118; non-accessible:2; accessible for all:1; accessible-challenge:1; accessible-difficulty:1
289,vibe,creepy,2,123,creepy | creepy-cute,creepy:122; creepy-cute:1
290,structure_loop,incremental progress,9,122,incremental | incremental_progress | incremental progress | incremental_progression | incremental-challenge | incremental-difficulty | incremental-progress | incremental improvement | incremental progression,incremental:62; incremental_progress:37; incremental progress:9; incremental_progression:5; incremental-challenge:3; incremental-difficulty:2; incremental-progress:2; incremental improvement:1; incremental progression:1
291,uniqueness,old school,4,122,old_school | old-school | old school | old_school_feel,old_school:85; old-school:30; old school:5; old_school_feel:2
292,vibe,tedious,2,122,tedious | tediousness,tedious:121; tediousness:1
